,X1,Y1,X2,Y2
0,303,17,434,0
1,316,45,421,15
2,376,36,418,20
3,316,45,421,15
4,42,98,165,63
5,46,88,384,74
6,42,135,188,100
7,301,172,328,137
8,301,172,328,137
9,305,162,433,148
10,42,208,162,173
11,42,247,120,217
12,42,247,120,217
13,42,282,118,247
14,46,272,356,258
15,68,319,156,284
16,46,309,347,295
17,46,346,348,332
18,42,356,156,321
19,329,382,340,368
20,42,431,85,401
21,42,431,85,401
22,46,419,360,405
23,42,466,104,431
24,46,456,368,442
